question_type,exact_match_accuracy,word_similarity_accuracy,sentence_similarity_accuracy
overall,0.26335078534031414,0.3094240837696335,0.18219895287958116
colour_location,0.08333333333333333,0.08333333333333333,0.4583333333333333
colour_object,0.22580645161290322,0.22580645161290322,0.7741935483870968
conjunction_colour,0.4318181818181818,0.4318181818181818,0.045454545454545456
conjunction_colour_location,0.36585365853658536,0.43902439024390244,0.024390243902439025
conjunction_location,0.5,0.5714285714285714,0.017857142857142856
conjunction_object,0.3541666666666667,0.4166666666666667,0.10416666666666667
count_colour,0.017857142857142856,0.0,0.008928571428571428
count_colour_location,0.04054054054054054,0.05405405405405406,0.013513513513513514
count_location,0.03125,0.052083333333333336,0.0
count_object,0.03225806451612903,0.016129032258064516,0.06451612903225806
disjunction_colour,0.3522727272727273,0.48863636363636365,0.07954545454545454
disjunction_colour_location,0.3780487804878049,0.5121951219512195,0.024390243902439025
disjunction_location,0.42857142857142855,0.5357142857142857,0.05357142857142857
disjunction_object,0.375,0.3958333333333333,0.125
existence_colour,0.2767857142857143,0.3125,0.044642857142857144
existence_colour_location,0.4594594594594595,0.527027027027027,0.06756756756756757
existence_location,0.5520833333333334,0.59375,0.09375
existence_object,0.3387096774193548,0.3225806451612903,0.06451612903225806
location_colour,0.07142857142857142,0.05357142857142857,0.3392857142857143
location_object,0.1935483870967742,0.16129032258064516,0.45161290322580644
spatial_colour,0.13541666666666666,0.17708333333333334,0.5208333333333334
spatial_colour_location,0.24793388429752067,0.36363636363636365,0.6115702479338843
spatial_location,0.2804878048780488,0.3780487804878049,0.6219512195121951
spatial_object,0.21311475409836064,0.26229508196721313,0.47540983606557374
